Tagesgruppe;Linie;Richtung;Abfahrtszeit;Starthaltestelle;Geplant;Erhoben;Güteprüfung ok
Montag - Freitag Ferien;313900;2;09:42:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;10:12:00;Murrhardt;13;5;0
Montag - Freitag Ferien;313900;2;10:42:00;Murrhardt;13;1;0
Montag - Freitag Ferien;313900;2;11:12:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;11:42:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;12:12:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;12:27:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;12:42:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;13:12:00;Murrhardt;13;1;0
Montag - Freitag Ferien;313900;2;13:42:00;Murrhardt;13;5;0
Montag - Freitag Ferien;313900;2;14:12:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;14:27:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;14:42:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;15:12:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;15:42:00;Murrhardt;13;2;0
Montag - Freitag Ferien;313900;2;16:12:00;Murrhardt;13;2;0
Montag - Freitag Ferien;313900;2;16:42:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;17:12:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;17:42:00;Murrhardt;13;0;0
Montag - Freitag Ferien;313900;2;18:12:00;Murrhardt;13;2;0
Montag - Freitag Ferien;313900;2;18:42:00;Murrhardt;13;2;0
Montag - Freitag Ferien;313900;2;19:12:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;19:57:00;Murrhardt;13;2;0
Montag - Freitag Ferien;313900;2;20:57:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;21:57:00;Murrhardt;13;3;0
Montag - Freitag Ferien;313900;2;22:57:00;Murrhardt;13;3;0
Montag - Freitag Schule;313900;2;04:27:00;Murrhardt;50;8;0
Montag - Freitag Schule;313900;2;04:57:00;Murrhardt;50;11;0
Montag - Freitag Schule;313900;2;05:27:00;Murrhardt;50;9;0
Montag - Freitag Schule;313900;2;05:57:00;Murrhardt;50;8;0
Montag - Freitag Schule;313900;2;06:27:00;Murrhardt;50;17;10
Montag - Freitag Schule;313900;2;06:44:00;Murrh. Hörschbachschule;50;0;0
Montag - Freitag Schule;313900;2;07:02:00;Murrhardt;50;10;0
Montag - Freitag Schule;313900;2;07:12:00;Murrhardt;50;13;8
Montag - Freitag Schule;313900;2;07:25:00;Sulzbach (M);50;0;0
Montag - Freitag Schule;313900;2;07:42:00;Murrhardt;50;9;0
Montag - Freitag Schule;313900;2;08:07:00;Murrhardt;50;3;3
Montag - Freitag Schule;313900;2;08:12:00;Murrhardt;50;0;0
Montag - Freitag Schule;313900;2;08:42:00;Murrhardt;50;17;11
Montag - Freitag Schule;313900;2;09:12:00;Murrhardt;50;12;11
Montag - Freitag Schule;313900;2;09:42:00;Murrhardt;50;8;0
Montag - Freitag Schule;313900;2;10:12:00;Murrhardt;50;9;0
Montag - Freitag Schule;313900;2;10:42:00;Murrhardt;50;3;2
Montag - Freitag Schule;313900;2;11:12:00;Murrhardt;50;17;13
Montag - Freitag Schule;313900;2;11:42:00;Murrhardt;50;12;9
Montag - Freitag Schule;313900;2;11:59:00;Murrhardt Gymnasium;50;0;0
Montag - Freitag Schule;313900;2;12:09:00;Murrhardt Gymnasium;50;0;0
Montag - Freitag Schule;313900;2;12:27:00;Murrhardt;50;3;3
Montag - Freitag Schule;313900;2;12:42:00;Murrhardt;50;9;0
Montag - Freitag Schule;313900;2;12:45:00;Murrhardt Gymnasium;50;8;2
Montag - Freitag Schule;313900;2;13:09:00;Murrhardt Gymnasium;50;17;12
Montag - Freitag Schule;313900;2;13:42:00;Murrhardt;50;12;4
Montag - Freitag Schule;313900;2;14:12:00;Murrhardt;50;3;1
Montag - Freitag Schule;313900;2;14:27:00;Murrhardt;50;9;0
Montag - Freitag Schule;313900;2;14:42:00;Murrhardt;50;0;0
Montag - Freitag Schule;313900;2;15:12:00;Murrhardt;50;0;0
Montag - Freitag Schule;313900;2;15:23:00;Murrhardt Gymnasium;50;9;9
Montag - Freitag Schule;313900;2;15:39:00;Murrhardt Gymnasium;50;12;0
Montag - Freitag Schule;313900;2;16:12:00;Murrhardt;50;17;12
Montag - Freitag Schule;313900;2;16:42:00;Murrhardt;50;0;0
Montag - Freitag Schule;313900;2;17:12:00;Murrhardt;50;9;0
Montag - Freitag Schule;313900;2;17:42:00;Murrhardt;50;0;0
Montag - Freitag Schule;313900;2;18:12:00;Murrhardt;50;12;0
Montag - Freitag Schule;313900;2;18:42:00;Murrhardt;50;17;14
Montag - Freitag Schule;313900;2;19:15:00;Murrhardt;50;0;0
Montag - Freitag Schule;313900;2;19:57:00;Murrhardt;50;7;0
Montag - Freitag Schule;313900;2;20:57:00;Murrhardt;50;12;0
Montag - Freitag Schule;313900;2;21:57:00;Murrhardt;50;7;0
Montag - Freitag Schule;313900;2;22:57:00;Murrhardt;50;13;0
Samstag;313900;2;04:57:00;Murrhardt;12;0;0
Samstag;313900;2;05:57:00;Murrhardt;12;0;0
Samstag;313900;2;06:57:00;Murrhardt;12;0;0
Samstag;313900;2;07:57:00;Murrhardt;12;0;0
Samstag;313900;2;08:57:00;Murrhardt;12;0;0
Samstag;313900;2;09:57:00;Murrhardt;12;0;0
Samstag;313900;2;10:57:00;Murrhardt;12;0;0
Samstag;313900;2;11:57:00;Murrhardt;12;0;0
Samstag;313900;2;12:57:00;Murrhardt;12;11;0
Samstag;313900;2;13:57:00;Murrhardt;12;7;0
Samstag;313900;2;14:57:00;Murrhardt;12;0;0
Samstag;313900;2;15:57:00;Murrhardt;12;7;0
Samstag;313900;2;16:57:00;Murrhardt;12;0;0
Samstag;313900;2;17:57:00;Murrhardt;12;7;0
Samstag;313900;2;18:57:00;Murrhardt;12;0;0
Samstag;313900;2;19:57:00;Murrhardt;12;7;0
Samstag;313900;2;20:57:00;Murrhardt;12;1;0
Samstag;313900;2;21:57:00;Murrhardt;12;7;0
Samstag;313900;2;22:57:00;Murrhardt;12;1;0
Samstag;313900;2;24:30:00;Murrhardt;12;1;0
Sonn-/Feiertag;313900;2;07:57:00;Murrhardt;16;1;0
Sonn-/Feiertag;313900;2;09:57:00;Murrhardt;16;0;0
Sonn-/Feiertag;313900;2;11:57:00;Murrhardt;16;0;0
Sonn-/Feiertag;313900;2;13:57:00;Murrhardt;16;1;0
Sonn-/Feiertag;313900;2;15:57:00;Murrhardt;16;1;0
Sonn-/Feiertag;313900;2;17:57:00;Murrhardt;16;1;0
Sonn-/Feiertag;313900;2;19:57:00;Murrhardt;16;1;0
Sonn-/Feiertag;313900;2;21:57:00;Murrhardt;16;1;0
Montag - Freitag Ferien;313910;1;07:30:00;Oppenweiler Murrtalschule;13;1;0
Montag - Freitag Ferien;313910;1;14:00:00;Oppenweiler Murrtalschule;13;4;4
Montag - Freitag Schule;313910;1;07:30:00;Oppenweiler Murrtalschule;50;3;3
Montag - Freitag Schule;313910;1;14:00:00;Oppenweiler Murrtalschule;50;6;2
Montag - Freitag Ferien;313910;2;09:30:00;Oppenweiler Murrtalschule;13;5;0
Montag - Freitag Ferien;313910;2;11:45:00;Oppenweiler Murrtalschule;13;2;2
Montag - Freitag Ferien;313910;2;15:45:00;Oppenweiler Murrtalschule;13;0;0
Montag - Freitag Ferien;313910;2;17:45:00;Oppenweiler Murrtalschule;13;10;0
Montag - Freitag Schule;313910;2;09:30:00;Oppenweiler Murrtalschule;50;23;0
Montag - Freitag Schule;313910;2;11:45:00;Oppenweiler Murrtalschule;50;10;0
Montag - Freitag Schule;313910;2;15:45:00;Oppenweiler Murrtalschule;50;9;8
Montag - Freitag Schule;313910;2;17:15:00;Oppenweiler Murrtalschule;50;3;2
Montag - Freitag Ferien;315010;1;05:06:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;05:36:00;Feuerbach;26;2;1
Montag - Freitag Ferien;315010;1;05:56:00;Feuerbach;13;4;3
Montag - Freitag Ferien;315010;1;06:26:00;Feuerbach;13;10;6
Montag - Freitag Ferien;315010;1;06:56:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;07:31:00;Feuerbach;13;3;3
Montag - Freitag Ferien;315010;1;08:01:00;Feuerbach;13;5;4
Montag - Freitag Ferien;315010;1;08:31:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;09:01:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;09:26:00;Feuerbach;13;3;3
Montag - Freitag Ferien;315010;1;09:56:00;Feuerbach;13;5;3
Montag - Freitag Ferien;315010;1;10:26:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;10:56:00;Feuerbach;13;1;1
Montag - Freitag Ferien;315010;1;11:26:00;Feuerbach;13;10;6
Montag - Freitag Ferien;315010;1;11:56:00;Feuerbach;13;4;2
Montag - Freitag Ferien;315010;1;12:26:00;Feuerbach;13;1;1
Montag - Freitag Ferien;315010;1;12:56:00;Feuerbach;13;3;2
Montag - Freitag Ferien;315010;1;13:26:00;Feuerbach;26;8;6
Montag - Freitag Ferien;315010;1;13:56:00;Feuerbach;13;4;2
Montag - Freitag Ferien;315010;1;14:26:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;14:56:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;15:26:00;Feuerbach;13;3;3
Montag - Freitag Ferien;315010;1;15:56:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;16:28:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;16:58:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;17:28:00;Feuerbach;13;3;3
Montag - Freitag Ferien;315010;1;17:58:00;Feuerbach;13;2;2
Montag - Freitag Ferien;315010;1;18:26:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;18:56:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;19:26:00;Feuerbach;13;3;3
Montag - Freitag Ferien;315010;1;19:58:00;Feuerbach;13;2;2
Montag - Freitag Ferien;315010;1;20:28:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;21:28:00;Feuerbach;13;4;4
Montag - Freitag Ferien;315010;1;22:28:00;Feuerbach;13;0;0
Montag - Freitag Ferien;315010;1;23:48:00;Feuerbach;13;4;3
Montag - Freitag Ferien;315010;1;24:28:00;Feuerbach;2;0;0
Montag - Freitag Schule;315010;1;05:06:00;Feuerbach;50;5;5
Montag - Freitag Schule;315010;1;05:36:00;Feuerbach;50;0;0
Montag - Freitag Schule;315010;1;05:56:00;Feuerbach;50;26;26
Montag - Freitag Schule;315010;1;06:26:00;Feuerbach;50;1;0
Montag - Freitag Schule;315010;1;06:56:00;Feuerbach;50;8;5
Montag - Freitag Schule;315010;1;07:31:00;Feuerbach;50;1;1
Montag - Freitag Schule;315010;1;08:01:00;Feuerbach;50;15;1
Montag - Freitag Schule;315010;1;08:31:00;Feuerbach;50;8;5
Montag - Freitag Schule;315010;1;09:01:00;Feuerbach;50;2;2
Montag - Freitag Schule;315010;1;09:26:00;Feuerbach;50;1;1
Montag - Freitag Schule;315010;1;09:56:00;Feuerbach;50;5;5
Montag - Freitag Schule;315010;1;10:26:00;Feuerbach;50;20;18
Montag - Freitag Schule;315010;1;10:56:00;Feuerbach;50;19;8
Montag - Freitag Schule;315010;1;11:26:00;Feuerbach;50;0;0
Montag - Freitag Schule;315010;1;11:56:00;Feuerbach;50;16;15
Montag - Freitag Schule;315010;1;12:26:00;Feuerbach;50;10;10
Montag - Freitag Schule;315010;1;12:56:00;Feuerbach;50;39;21
Montag - Freitag Schule;315010;1;13:26:00;Feuerbach;50;1;1
Montag - Freitag Schule;315010;1;13:56:00;Feuerbach;50;19;16
Montag - Freitag Schule;315010;1;14:26:00;Feuerbach;50;1;0
Montag - Freitag Schule;315010;1;14:56:00;Feuerbach;50;0;0
Montag - Freitag Schule;315010;1;15:26:00;Feuerbach;50;0;0
Montag - Freitag Schule;315010;1;15:56:00;Feuerbach;50;17;17
Montag - Freitag Schule;315010;1;16:28:00;Feuerbach;50;1;1
Montag - Freitag Schule;315010;1;16:58:00;Feuerbach;50;32;15
Montag - Freitag Schule;315010;1;17:28:00;Feuerbach;50;12;9
Montag - Freitag Schule;315010;1;17:58:00;Feuerbach;50;14;13
Montag - Freitag Schule;315010;1;18:26:00;Feuerbach;50;1;1
Montag - Freitag Schule;315010;1;18:56:00;Feuerbach;50;27;11
Montag - Freitag Schule;315010;1;19:26:00;Feuerbach;50;8;7
Montag - Freitag Schule;315010;1;19:58:00;Feuerbach;50;14;14
Montag - Freitag Schule;315010;1;20:28:00;Feuerbach;50;1;1
Montag - Freitag Schule;315010;1;21:28:00;Feuerbach;50;2;0
Montag - Freitag Schule;315010;1;22:28:00;Feuerbach;50;1;0
Montag - Freitag Schule;315010;1;23:48:00;Feuerbach;50;2;1
Montag - Freitag Schule;315010;1;24:28:00;Feuerbach;10;0;0
Samstag;315010;1;06:26:00;Feuerbach;12;2;2
Samstag;315010;1;07:56:00;Feuerbach;12;2;2
Samstag;315010;1;09:26:00;Feuerbach;12;2;2
Samstag;315010;1;10:26:00;Feuerbach;12;9;8
Samstag;315010;1;11:26:00;Feuerbach;12;3;3
Samstag;315010;1;12:26:00;Feuerbach;12;7;5
Samstag;315010;1;13:26:00;Feuerbach;12;3;3
Samstag;315010;1;14:26:00;Feuerbach;12;8;7
Samstag;315010;1;15:26:00;Feuerbach;12;3;3
Samstag;315010;1;16:26:00;Feuerbach;12;7;4
Samstag;315010;1;17:26:00;Feuerbach;12;3;2
Samstag;315010;1;18:26:00;Feuerbach;12;8;6
Samstag;315010;1;19:58:00;Feuerbach;12;6;6
Samstag;315010;1;21:28:00;Feuerbach;12;10;7
Samstag;315010;1;22:28:00;Feuerbach;12;0;0
Samstag;315010;1;23:28:00;Feuerbach;12;9;5
Samstag;315010;1;24:38:00;Feuerbach;12;0;0
Sonn-/Feiertag;315010;1;08:58:00;Feuerbach;16;9;5
Sonn-/Feiertag;315010;1;10:58:00;Feuerbach;16;9;5
Sonn-/Feiertag;315010;1;12:58:00;Feuerbach;16;9;5
Sonn-/Feiertag;315010;1;14:58:00;Feuerbach;16;9;5
Sonn-/Feiertag;315010;1;16:58:00;Feuerbach;16;9;4
Sonn-/Feiertag;315010;1;18:58:00;Feuerbach;16;9;3
Sonn-/Feiertag;315010;1;20:58:00;Feuerbach;16;7;3
Sonn-/Feiertag;315010;1;22:58:00;Feuerbach;16;7;3
Montag - Freitag Ferien;315010;2;05:09:00;Münchingen Stiegelplatz;4;2;2
Montag - Freitag Ferien;315010;2;05:10:00;Münchingen Danziger Straße;9;0;0
Montag - Freitag Ferien;315010;2;05:12:00;Hemmingen Schauchert;13;4;1
Montag - Freitag Ferien;315010;2;05:42:00;Hemmingen Schauchert;13;10;4
Montag - Freitag Ferien;315010;2;06:12:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;06:40:00;Hemmingen Schauchert;13;3;1
Montag - Freitag Ferien;315010;2;07:10:00;Hemmingen Schauchert;13;5;4
Montag - Freitag Ferien;315010;2;07:40:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;08:10:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;08:40:00;Hemmingen Schauchert;13;3;0
Montag - Freitag Ferien;315010;2;09:10:00;Hemmingen Schauchert;13;5;3
Montag - Freitag Ferien;315010;2;09:40:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;10:10:00;Hemmingen Schauchert;13;1;1
Montag - Freitag Ferien;315010;2;10:40:00;Hemmingen Schauchert;13;10;7
Montag - Freitag Ferien;315010;2;11:10:00;Hemmingen Schauchert;13;4;1
Montag - Freitag Ferien;315010;2;11:40:00;Hemmingen Schauchert;13;1;1
Montag - Freitag Ferien;315010;2;12:10:00;Hemmingen Schauchert;13;3;2
Montag - Freitag Ferien;315010;2;12:40:00;Hemmingen Schauchert;13;8;6
Montag - Freitag Ferien;315010;2;13:10:00;Hemmingen Schauchert;13;4;1
Montag - Freitag Ferien;315010;2;13:40:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;14:10:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;14:40:00;Hemmingen Schauchert;13;3;3
Montag - Freitag Ferien;315010;2;15:10:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;15:40:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;16:10:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;16:40:00;Hemmingen Schauchert;13;3;3
Montag - Freitag Ferien;315010;2;17:10:00;Hemmingen Schauchert;13;2;2
Montag - Freitag Ferien;315010;2;17:40:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;18:10:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;18:40:00;Hemmingen Schauchert;13;3;2
Montag - Freitag Ferien;315010;2;19:10:00;Hemmingen Schauchert;13;2;2
Montag - Freitag Ferien;315010;2;19:40:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;20:42:00;Hemmingen Schauchert;13;4;4
Montag - Freitag Ferien;315010;2;21:42:00;Hemmingen Schauchert;13;0;0
Montag - Freitag Ferien;315010;2;22:05:00;Münch. Kallenberg Lackfabrik;13;0;0
Montag - Freitag Ferien;315010;2;23:02:00;Hemmingen Schauchert;13;4;3
Montag - Freitag Ferien;315010;2;23:42:00;Hemmingen Schauchert;2;0;0
Montag - Freitag Schule;315010;2;05:10:00;Münchingen Danziger Straße;50;0;0
Montag - Freitag Schule;315010;2;05:12:00;Hemmingen Schauchert;50;26;25
Montag - Freitag Schule;315010;2;05:42:00;Hemmingen Schauchert;50;0;0
Montag - Freitag Schule;315010;2;06:12:00;Hemmingen Schauchert;50;9;6
Montag - Freitag Schule;315010;2;06:40:00;Hemmingen Schauchert;50;1;1
Montag - Freitag Schule;315010;2;07:10:00;Hemmingen Schauchert;50;14;3
Montag - Freitag Schule;315010;2;07:40:00;Hemmingen Schauchert;50;8;6
Montag - Freitag Schule;315010;2;08:10:00;Hemmingen Schauchert;50;2;2
Montag - Freitag Schule;315010;2;08:40:00;Hemmingen Schauchert;50;1;1
Montag - Freitag Schule;315010;2;09:10:00;Hemmingen Schauchert;50;5;5
Montag - Freitag Schule;315010;2;09:40:00;Hemmingen Schauchert;50;21;19
Montag - Freitag Schule;315010;2;10:10:00;Hemmingen Schauchert;50;19;8
Montag - Freitag Schule;315010;2;10:40:00;Hemmingen Schauchert;50;0;0
Montag - Freitag Schule;315010;2;11:10:00;Hemmingen Schauchert;50;15;15
Montag - Freitag Schule;315010;2;11:40:00;Hemmingen Schauchert;50;10;10
Montag - Freitag Schule;315010;2;12:10:00;Hemmingen Schauchert;50;40;22
Montag - Freitag Schule;315010;2;12:40:00;Hemmingen Schauchert;50;0;0
Montag - Freitag Schule;315010;2;13:10:00;Hemmingen Schauchert;50;21;18
Montag - Freitag Schule;315010;2;13:40:00;Hemmingen Schauchert;50;1;0
Montag - Freitag Schule;315010;2;14:10:00;Hemmingen Schauchert;50;0;0
Montag - Freitag Schule;315010;2;14:40:00;Hemmingen Schauchert;50;0;0
Montag - Freitag Schule;315010;2;15:10:00;Hemmingen Schauchert;50;17;15
Montag - Freitag Schule;315010;2;15:40:00;Hemmingen Schauchert;50;1;1
Montag - Freitag Schule;315010;2;16:10:00;Hemmingen Schauchert;50;33;15
Montag - Freitag Schule;315010;2;16:40:00;Hemmingen Schauchert;50;11;8
Montag - Freitag Schule;315010;2;17:10:00;Hemmingen Schauchert;50;14;13
Montag - Freitag Schule;315010;2;17:40:00;Hemmingen Schauchert;50;1;1
Montag - Freitag Schule;315010;2;18:10:00;Hemmingen Schauchert;50;27;11
Montag - Freitag Schule;315010;2;18:40:00;Hemmingen Schauchert;50;9;8
Montag - Freitag Schule;315010;2;19:10:00;Hemmingen Schauchert;50;14;14
Montag - Freitag Schule;315010;2;19:40:00;Hemmingen Schauchert;50;1;1
Montag - Freitag Schule;315010;2;20:42:00;Hemmingen Schauchert;50;2;1
Montag - Freitag Schule;315010;2;21:42:00;Hemmingen Schauchert;50;1;0
Montag - Freitag Schule;315010;2;23:02:00;Hemmingen Schauchert;50;2;2
Montag - Freitag Schule;315010;2;23:42:00;Hemmingen Schauchert;10;0;0
Samstag;315010;2;05:42:00;Hemmingen Schauchert;12;2;2
Samstag;315010;2;07:10:00;Hemmingen Schauchert;12;2;2
Samstag;315010;2;08:40:00;Hemmingen Schauchert;12;2;2
Samstag;315010;2;09:40:00;Hemmingen Schauchert;12;9;7
Samstag;315010;2;10:40:00;Hemmingen Schauchert;12;3;3
Samstag;315010;2;11:40:00;Hemmingen Schauchert;12;8;5
Samstag;315010;2;12:40:00;Hemmingen Schauchert;12;3;3
Samstag;315010;2;13:40:00;Hemmingen Schauchert;12;7;5
Samstag;315010;2;14:40:00;Hemmingen Schauchert;12;3;3
Samstag;315010;2;15:40:00;Hemmingen Schauchert;12;8;6
Samstag;315010;2;16:40:00;Hemmingen Schauchert;12;3;3
Samstag;315010;2;17:42:00;Hemmingen Schauchert;12;8;7
Samstag;315010;2;19:12:00;Hemmingen Schauchert;12;6;6
Samstag;315010;2;20:42:00;Hemmingen Schauchert;12;10;8
Samstag;315010;2;22:42:00;Hemmingen Schauchert;12;9;7
Samstag;315010;2;24:10:00;Münchingen Danziger Straße;12;0;0
Sonn-/Feiertag;315010;2;08:12:00;Hemmingen Schauchert;16;9;6
Sonn-/Feiertag;315010;2;10:12:00;Hemmingen Schauchert;16;9;7
Sonn-/Feiertag;315010;2;12:12:00;Hemmingen Schauchert;16;9;7
Sonn-/Feiertag;315010;2;14:12:00;Hemmingen Schauchert;16;9;5
Sonn-/Feiertag;315010;2;16:12:00;Hemmingen Schauchert;16;9;5
Sonn-/Feiertag;315010;2;18:12:00;Hemmingen Schauchert;16;9;4
Sonn-/Feiertag;315010;2;20:12:00;Hemmingen Schauchert;16;7;3
Sonn-/Feiertag;315010;2;22:12:00;Hemmingen Schauchert;16;7;4
Montag - Freitag Ferien;315040;1;05:55:00;Schwieberdingen Hülbe;13;0;0
Montag - Freitag Ferien;315040;1;06:11:00;Schwieberdingen;13;0;0
Montag - Freitag Ferien;315040;1;06:41:00;Schwieberdingen;13;0;0
Montag - Freitag Ferien;315040;1;07:11:00;Schwieberdingen;13;0;0
Montag - Freitag Ferien;315040;1;07:41:00;Schwieberdingen;13;0;0
Montag - Freitag Ferien;315040;1;08:11:00;Schwieberdingen;13;0;0
Montag - Freitag Ferien;315040;1;08:41:00;Schwieberdingen;13;0;0
Montag - Freitag Ferien;315040;1;12:20:00;Schwieberdingen;13;5;2
Montag - Freitag Ferien;315040;1;12:50:00;Schwieberdingen;13;5;2
Montag - Freitag Ferien;315040;1;13:20:00;Schwieberdingen;13;5;2
Montag - Freitag Ferien;315040;1;13:50:00;Schwieberdingen;13;5;2
Montag - Freitag Ferien;315040;1;14:20:00;Schwieberdingen;13;5;2
Montag - Freitag Ferien;315040;1;14:50:00;Schwieberdingen;13;5;2
Montag - Freitag Ferien;315040;1;15:20:00;Schwieberdingen;13;4;1
Montag - Freitag Ferien;315040;1;15:50:00;Schwieberdingen;13;4;1
Montag - Freitag Ferien;315040;1;16:20:00;Schwieberdingen;13;4;1
Montag - Freitag Ferien;315040;1;16:50:00;Schwieberdingen;13;4;1
Montag - Freitag Ferien;315040;1;17:20:00;Schwieberdingen;13;4;1
Montag - Freitag Ferien;315040;1;17:50:00;Schwieberdingen;13;4;1
Montag - Freitag Ferien;315040;1;18:20:00;Schwieberdingen;13;4;1
Montag - Freitag Schule;315040;1;05:55:00;Schwieberdingen Hülbe;50;2;2
Montag - Freitag Schule;315040;1;06:11:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;06:41:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;07:11:00;Schwieberdingen;50;1;1
Montag - Freitag Schule;315040;1;07:41:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;08:11:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;08:41:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;12:20:00;Schwieberdingen;50;1;1
Montag - Freitag Schule;315040;1;12:50:00;Schwieberdingen;50;1;0
Montag - Freitag Schule;315040;1;13:20:00;Schwieberdingen;50;1;0
Montag - Freitag Schule;315040;1;13:50:00;Schwieberdingen;50;1;1
Montag - Freitag Schule;315040;1;14:20:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;14:50:00;Schwieberdingen;50;2;1
Montag - Freitag Schule;315040;1;15:20:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;15:50:00;Schwieberdingen;50;1;1
Montag - Freitag Schule;315040;1;16:20:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;16:50:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;17:20:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;17:50:00;Schwieberdingen;50;2;2
Montag - Freitag Schule;315040;1;18:20:00;Schwieberdingen;50;2;2
Montag - Freitag Ferien;315780;1;06:44:00;Sachsenheim;13;3;3
Montag - Freitag Ferien;315780;1;07:49:00;Sachsenheim;13;4;4
Montag - Freitag Ferien;315780;1;08:49:00;Sachsenheim;13;4;4
Montag - Freitag Ferien;315780;1;09:58:00;Sersheim Danziger Weg;13;4;4
Montag - Freitag Ferien;315780;1;10:58:00;Sersheim Danziger Weg;13;0;0
Montag - Freitag Ferien;315780;1;11:38:00;Sersheim Danziger Weg;13;0;0
Montag - Freitag Ferien;315780;1;12:38:00;Sersheim Danziger Weg;13;0;0
Montag - Freitag Ferien;315780;1;13:18:00;Sersheim Danziger Weg;13;3;3
Montag - Freitag Ferien;315780;1;14:09:00;Sachsenheim;13;3;3
Montag - Freitag Ferien;315780;1;15:09:00;Sachsenheim;13;3;3
Montag - Freitag Ferien;315780;1;16:09:00;Sachsenheim;13;5;3
Montag - Freitag Ferien;315780;1;17:09:00;Sachsenheim;13;5;3
Montag - Freitag Ferien;315780;1;18:09:00;Sachsenheim;13;5;2
Montag - Freitag Schule;315780;1;06:39:00;Sachsenheim;50;0;0
Montag - Freitag Schule;315780;1;07:12:00;Kleinglattb. Nordbahnhof;50;2;2
Montag - Freitag Schule;315780;1;07:28:00;Sersheim Danziger Weg;50;0;0
Montag - Freitag Schule;315780;1;07:49:00;Sachsenheim;50;2;2
Montag - Freitag Schule;315780;1;08:49:00;Sachsenheim;50;0;0
Montag - Freitag Schule;315780;1;09:58:00;Sersheim Danziger Weg;50;0;0
Montag - Freitag Schule;315780;1;10:58:00;Sersheim Danziger Weg;50;1;0
Montag - Freitag Schule;315780;1;11:38:00;Sersheim Danziger Weg;50;1;0
Montag - Freitag Schule;315780;1;12:38:00;Sersheim Danziger Weg;50;1;0
Montag - Freitag Schule;315780;1;13:18:00;Sersheim Danziger Weg;50;1;0
Montag - Freitag Schule;315780;1;14:09:00;Sachsenheim;50;3;0
Montag - Freitag Schule;315780;1;15:09:00;Sachsenheim;50;14;12
Montag - Freitag Schule;315780;1;16:09:00;Sachsenheim;50;1;1
Montag - Freitag Schule;315780;1;17:09:00;Sachsenheim;50;1;1
Montag - Freitag Schule;315780;1;18:09:00;Sachsenheim;50;1;1
